"geographicAreaFS","Geographic Area","measuredItemFS","Item","measuredElementFS","Element","timePointYears","Year","Value","Status"
149,"Nepal",867,"Beef and Veal",51,"Output",2007,2007,49300,"C"
149,"Nepal",867,"Beef and Veal",51,"Output",2006,2006,48875,"C"
149,"Nepal",867,"Beef and Veal",51,"Output",2005,2005,48875,"C"
149,"Nepal",867,"Beef and Veal",51,"Output",2004,2004,48450,"C"
149,"Nepal",867,"Beef and Veal",51,"Output",2003,2003,47600,"C"
149,"Nepal",867,"Beef and Veal",51,"Output",2002,2002,46750,"C"
149,"Nepal",867,"Beef and Veal",51,"Output",2001,2001,47175,"C"
149,"Nepal",867,"Beef and Veal",51,"Output",2000,2000,48025,"C"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2013,2013,8400,"F"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2012,2012,8400,"F"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2011,2011,3500,"F"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2010,2010,1500,"F"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2009,2009,2000,"F"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2008,2008,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2007,2007,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2006,2006,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2005,2005,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2004,2004,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2003,2003,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2002,2002,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2001,2001,0,"M"
149,"Nepal",867,"Beef and Veal",131,"Reemployment Same Sector",2000,2000,0,"M"
149,"Nepal",867,"Beef and Veal",141,"Food",2013,2013,42449,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2012,2012,41540,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2011,2011,50749,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2010,2010,50197,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2009,2009,50179,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2008,2008,49471,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2007,2007,49301,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2006,2006,48880,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2005,2005,48875,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2004,2004,48452,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2003,2003,47645,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2002,2002,46752,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2001,2001,47177,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",2000,2000,48026,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1999,1999,47775,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1998,1998,47855,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1997,1997,47770,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1996,1996,47090,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1995,1995,45900,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1994,1994,43435,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1993,1993,41310,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1992,1992,41395,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1991,1991,41480,"B"
149,"Nepal",867,"Beef and Veal",141,"Food",1990,1990,41140,"B"
150,"Netherlands",866,"Cattle",11,"Initial Existence",2013,2013,3999220,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2012,2012,3879250,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2011,2011,3885350,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2010,2010,3975190,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2009,2009,3967600,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2008,2008,3890000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2007,2007,3763000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2006,2006,3749000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2005,2005,3799000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2004,2004,3767000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2003,2003,3759000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2002,2002,3858000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2001,2001,4047000,
150,"Netherlands",866,"Cattle",11,"Initial Existence",2000,2000,4070000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2013,2013,1553000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2012,2012,1484000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2011,2011,1470000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2010,2010,1479000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2009,2009,1489000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2008,2008,1466000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2007,2007,1413000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2006,2006,1420000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2005,2005,1433000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2004,2004,1470000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2003,2003,1478000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2002,2002,1485000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2001,2001,1546000,
150,"Netherlands",866,"Cattle",31,"Actual Producing Factor",2000,2000,1504000,
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2013,2013,4925.94978,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2012,2012,5154.98652,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2011,2011,5204.08163,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2010,2010,5172.41379,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2009,2009,5137.67629,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2008,2008,5218.28104,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2007,2007,5414.01274,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2006,2006,5387.32394,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2005,2005,5338.4508,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2004,2004,5183.67347,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2003,2003,5121.7862,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2002,2002,5488.21549,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2001,2001,5957.30919,"C"
150,"Netherlands",866,"Cattle",41,"Productivity Indicator",2000,2000,5950.79785,"C"
150,"Netherlands",866,"Cattle",51,"Output",2013,2013,765000,"T"
150,"Netherlands",866,"Cattle",51,"Output",2012,2012,765000,"T"
150,"Netherlands",866,"Cattle",51,"Output",2011,2011,765000,"F"
150,"Netherlands",866,"Cattle",51,"Output",2010,2010,765000,"F"
150,"Netherlands",866,"Cattle",51,"Output",2009,2009,765000,"F"
150,"Netherlands",866,"Cattle",51,"Output",2008,2008,765000,"F"
150,"Netherlands",866,"Cattle",51,"Output",2007,2007,765000,"F"
150,"Netherlands",866,"Cattle",51,"Output",2006,2006,765000,"F"
150,"Netherlands",866,"Cattle",51,"Output",2005,2005,765000,
150,"Netherlands",866,"Cattle",51,"Output",2004,2004,762000,
150,"Netherlands",866,"Cattle",51,"Output",2003,2003,757000,
150,"Netherlands",866,"Cattle",51,"Output",2002,2002,815000,
150,"Netherlands",866,"Cattle",51,"Output",2001,2001,921000,
150,"Netherlands",866,"Cattle",51,"Output",2000,2000,895000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2013,2013,1925000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2012,2012,1933700,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2011,2011,2029000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2010,2010,2057000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2009,2009,2088000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2008,2008,1964000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2007,2007,1905003,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2006,2006,1915001,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2005,2005,1969233,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2004,2004,1960000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2003,2003,1852000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2002,2002,1876000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2001,2001,1657000,
150,"Netherlands",866,"Cattle",131,"Reemployment Same Sector",2000,2000,2248000,
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,1925000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,1933700,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,2029000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,2057000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,2088000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,1964000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,1905003,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,1915001,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,1969233,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,1960000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,1852000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,1876000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,1657000,"/"
150,"Netherlands",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,2248000,"/"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,1941.61039,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,1931.69054,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,1880.52735,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,1889.20758,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,1924.09962,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,1926.59369,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,2023.99156,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,2005.22089,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,2010.97585,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,1969.38776,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,1970.84233,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,2046.90832,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,2245.02112,"C"
150,"Netherlands",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,2095.19573,"C"
150,"Netherlands",867,"Beef and Veal",51,"Output",2013,2013,373760,
150,"Netherlands",867,"Beef and Veal",51,"Output",2012,2012,373531,
150,"Netherlands",867,"Beef and Veal",51,"Output",2011,2011,381559,
150,"Netherlands",867,"Beef and Veal",51,"Output",2010,2010,388610,
150,"Netherlands",867,"Beef and Veal",51,"Output",2009,2009,401752,
150,"Netherlands",867,"Beef and Veal",51,"Output",2008,2008,378383,
150,"Netherlands",867,"Beef and Veal",51,"Output",2007,2007,385571,
150,"Netherlands",867,"Beef and Veal",51,"Output",2006,2006,384000,
150,"Netherlands",867,"Beef and Veal",51,"Output",2005,2005,396008,
150,"Netherlands",867,"Beef and Veal",51,"Output",2004,2004,386000,
150,"Netherlands",867,"Beef and Veal",51,"Output",2003,2003,365000,
150,"Netherlands",867,"Beef and Veal",51,"Output",2002,2002,384000,
150,"Netherlands",867,"Beef and Veal",51,"Output",2001,2001,372000,
150,"Netherlands",867,"Beef and Veal",51,"Output",2000,2000,471000,
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2013,2013,229000,"T"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2012,2012,229000,"T"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2011,2011,229000,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2010,2010,176000,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2009,2009,170000,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2008,2008,163100,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2007,2007,138300,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2006,2006,137500,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2005,2005,121500,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2004,2004,128500,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2003,2003,122500,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2002,2002,121500,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2001,2001,115500,"F"
150,"Netherlands",867,"Beef and Veal",131,"Reemployment Same Sector",2000,2000,190500,"F"
150,"Netherlands",867,"Beef and Veal",141,"Food",2013,2013,227774,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2012,2012,227545,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2011,2011,235573,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2010,2010,287145,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2009,2009,269192,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2008,2008,248046,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2007,2007,276040,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2006,2006,255279,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2005,2005,248103,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2004,2004,248798,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2003,2003,219665,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2002,2002,242436,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2001,2001,247404,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",2000,2000,230553,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1999,1999,246206,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1998,1998,308046,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1997,1997,245884,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1996,1996,314092,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1995,1995,308221,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1994,1994,289366,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1993,1993,327705,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1992,1992,302628,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1991,1991,304957,"B"
150,"Netherlands",867,"Beef and Veal",141,"Food",1990,1990,268593,"B"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2013,2013,670,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2012,2012,660,"T"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2011,2011,660,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2010,2010,660,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2009,2009,650,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2008,2008,650,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2007,2007,640,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2006,2006,600,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2005,2005,600,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2004,2004,600,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2003,2003,385,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2002,2002,600,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2001,2001,405,"F"
151,"Netherlands Antilles",866,"Cattle",11,"Initial Existence",2000,2000,320,"F"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2013,2013,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2012,2012,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2011,2011,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2010,2010,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2009,2009,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2008,2008,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2007,2007,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2006,2006,0,"T"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2005,2005,0,"F"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2004,2004,0,"M"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2003,2003,0,"M"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2002,2002,0,"M"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2001,2001,0,"M"
151,"Netherlands Antilles",866,"Cattle",31,"Actual Producing Factor",2000,2000,0,"M"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2013,2013,150,"T"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2012,2012,150,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2011,2011,135,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2010,2010,135,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2009,2009,155,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2008,2008,155,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2007,2007,135,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2006,2006,120,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2005,2005,120,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2004,2004,120,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2003,2003,120,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2002,2002,110,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2001,2001,120,"F"
151,"Netherlands Antilles",866,"Cattle",131,"Reemployment Same Sector",2000,2000,120,"F"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,150,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,150,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,135,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,135,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,155,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,155,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,150,"F"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,137,"E"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,120,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,120,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,120,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,110,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,120,"C"
151,"Netherlands Antilles",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,120,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,1500,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2013,2013,22.5,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2012,2012,22.5,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2011,2011,20.25,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2010,2010,20.25,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2009,2009,23.25,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2008,2008,23.25,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2007,2007,22.5,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2006,2006,20.55,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2005,2005,18,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2004,2004,18,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2003,2003,18,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2002,2002,16.5,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2001,2001,18,"C"
151,"Netherlands Antilles",867,"Beef and Veal",51,"Output",2000,2000,18,"C"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2013,2013,46.5,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2012,2012,46.5,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2011,2011,44.25,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2010,2010,104.25,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2009,2009,136.25,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2008,2008,94.25,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2007,2007,232.5,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2006,2006,221.55,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2005,2005,155,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2004,2004,169,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2003,2003,144,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2002,2002,143.5,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2001,2001,522,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",2000,2000,492,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1999,1999,2796,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1998,1998,4029,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1997,1997,3948,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1996,1996,3018,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1995,1995,2868.15,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1994,1994,2285.15,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1993,1993,2635.7,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1992,1992,2278.25,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1991,1991,2286.65,"B"
151,"Netherlands Antilles",867,"Beef and Veal",141,"Food",1990,1990,2499.65,"B"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2013,2013,92000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2012,2012,92000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2011,2011,90000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2010,2010,90000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2009,2009,90000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2008,2008,90000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2007,2007,90000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2006,2006,87000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2005,2005,100000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2004,2004,111000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2003,2003,111000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2002,2002,111308,
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2001,2001,110000,"F"
153,"New Caledonia",866,"Cattle",11,"Initial Existence",2000,2000,110000,"F"
153,"New Caledonia",866,"Cattle",131,"Reemployment Same Sector",2013,2013,18350,"F"
153,"New Caledonia",866,"Cattle",131,"Reemployment Same Sector",2012,2012,19000,"F"
153,"New Caledonia",866,"Cattle",131,"Reemployment Same Sector",2011,2011,19000,"F"
153,"New Caledonia",866,"Cattle",131,"Reemployment Same Sector",2010,2010,19500,"F"
153,"New Caledonia",866,"Cattle",131,"Reemployment Same Sector",2009,2009,18300,"F"
153,"New Caledonia",866,"Cattle",131,"Reemployment Same Sector",2008,2008,18000,"F"
153,"New Caledonia",866,"Cattle",131,"Reemployment Same Sector",2007,2007,17900,"F"
